,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,序号_y,名称_y,最新价_y,今日涨跌幅,今日主力净流入-净额,今日主力净流入-净占比,今日超大单净流入-净额,今日超大单净流入-净占比,今日大单净流入-净额,今日大单净流入-净占比,今日中单净流入-净额,今日中单净流入-净占比,今日小单净流入-净额,今日小单净流入-净占比,a1,MA5,MA10,MA20,MA30,MA60,MA5_1,MA10_1,MA20_1,MA30_1,MA60_1,MA5_score,MA10_score,MA20_score,MA30_score,MA60_score,T_MA5_score,T_MA10_score,T_MA20_score,T_MA30_score,T_MA60_score
3170,3171,601166,兴业银行,19.04,-0.05,-0.01,553909.0,1055756720.0,0.94,19.16,18.98,19.11,19.05,0.69,0.28,4.63,0.68,4096.0,兴业银行,19.04,-0.05,-16531037.0,-1.57,20032595.0,1.9,-36563632.0,-3.46,36260816.0,3.43,-19729780.0,-1.87,0.0,19.018,19.112000000000002,19.253,18.912,18.869500000000002,18.98,19.16,19.226999999999997,18.884,18.874833333333335,5.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0
3171,3172,601919,中远海控,18.69,-0.05,-0.01,1229986.0,2301545312.0,1.98,18.9,18.53,18.85,18.7,0.68,1.09,3.32,2.67,4647.0,中远海控,18.69,-0.05,-101192032.0,-4.4,-35176576.0,-1.53,-66015456.0,-2.87,46084512.0,2.0,55107536.0,2.39,0.0,19.026,18.829,18.783,17.996,16.913666666666668,19.028,18.86,18.7575,17.885666666666665,16.88266666666667,0.0,10.0,20.0,0.0,0.0,5.0,10.0,20.0,0.0,0.0
3172,3173,688060,云涌科技,73.25,-0.05,-0.04,4801.0,34945933.0,2.81,73.98,71.92,73.9,73.29,0.99,1.88,100.7,4.7,2418.0,云涌科技,73.25,-0.05,-862113.0,-2.47,-944922.0,-2.7,82809.0,0.24,2097433.0,6.0,-1235320.0,-3.53,0.0,72.94000000000001,75.17,75.24350000000001,75.692,66.175,72.784,76.083,75.29350000000001,75.54633333333332,65.88833333333334,5.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,0.0
3173,3174,603960,克来机电,36.38,-0.05,-0.02,14853.0,54119892.0,2.97,37.08,36.0,36.39,36.4,0.41,0.57,143.7,9.81,1104.0,克来机电,36.38,-0.05,3396387.0,6.28,0.0,0.0,3396387.0,6.28,-1126734.0,-2.08,-2269653.0,-4.19,0.0,36.318,36.4,36.952,38.42333333333333,36.18,36.298,36.342,37.208,38.45,36.12033333333333,5.0,10.0,20.0,0.0,60.0,0.0,10.0,20.0,30.0,0.0
3174,3175,688100,威胜信息,34.43,-0.06,-0.02,29209.0,101688508.0,6.15,35.99,33.87,34.86,34.45,0.7,1.77,51.99,6.86,1614.0,威胜信息,34.43,-0.06,822980.0,0.81,-1370835.0,-1.35,2193815.0,2.16,-7169225.0,-7.05,6346245.0,6.24,0.0,34.288,35.346,34.143,33.394,28.526166666666665,34.462,35.423,33.9615,33.182,28.332999999999995,5.0,10.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
3175,3176,301000,肇民科技,64.29,-0.06,-0.04,2127.0,13703577.0,0.79,64.7,64.19,64.33,64.33,0.66,1.6,31.34,3.21,2540.0,肇民科技,64.29,-0.06,-1153530.0,-8.42,0.0,0.0,-1153530.0,-8.42,426123.0,3.11,727408.0,5.31,0.0,64.19800000000001,64.569,65.842,67.92999999999999,66.01583333333333,63.974000000000004,64.78999999999999,65.9115,68.18766666666666,65.99333333333333,5.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,60.0
3176,3177,000712,锦龙股份,15.75,-0.06,-0.01,38793.0,61053523.0,1.46,15.85,15.62,15.75,15.76,0.88,0.49,310.8,4.08,3612.0,锦龙股份,15.75,-0.06,-7259720.0,-11.89,-1000271.0,-1.64,-6259449.0,-10.25,569563.0,0.93,6690157.0,10.96,0.0,15.716,15.706999999999999,15.736,15.740333333333332,15.8975,15.668000000000001,15.693000000000001,15.724,15.768666666666666,15.8905,5.0,10.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,60.0
3177,3178,300424,航新科技,15.64,-0.06,-0.01,47830.0,74905617.0,1.73,15.81,15.54,15.65,15.65,1.14,2.39,179.53,5.55,3636.0,航新科技,15.64,-0.06,-7486121.0,-9.99,-2023052.0,-2.7,-5463069.0,-7.29,-1003802.0,-1.34,8489923.0,11.33,0.0,15.486,15.354,15.6005,15.462,15.050999999999998,15.352,15.318000000000001,15.613500000000002,15.436333333333334,15.054333333333334,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3178,3179,300319,麦捷科技,15.3,-0.07,-0.01,200499.0,305274032.0,3.07,15.51,15.04,15.31,15.31,1.18,3.05,42.72,3.55,4388.0,麦捷科技,15.3,-0.07,-31978186.0,-10.48,-4732245.0,-1.55,-27245941.0,-8.93,-13031945.0,-4.27,45010130.0,14.74,0.0,14.930000000000001,14.574000000000002,14.8255,15.454,15.101166666666666,14.674000000000001,14.466999999999999,14.825,15.495666666666667,15.083833333333333,0.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,30.0,0.0
3179,3180,300144,宋城演艺,14.32,-0.07,-0.01,226241.0,323151184.0,1.95,14.44,14.16,14.23,14.33,0.9,0.99,64.93,4.86,4330.0,宋城演艺,14.32,-0.07,-27572722.0,-8.53,-7760950.0,-2.4,-19811772.0,-6.13,14728622.0,4.56,12844100.0,3.97,0.0,14.282,14.102,13.979000000000003,13.870666666666667,14.0815,14.26,14.006,13.9275,13.877999999999998,14.087,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3180,3181,688526,科前生物,27.53,-0.07,-0.02,23962.0,65822455.0,2.18,27.68,27.08,27.56,27.55,0.56,1.99,24.89,4.32,3258.0,科前生物,27.53,-0.07,-4157458.0,-6.32,151085.0,0.23,-4308543.0,-6.55,400526.0,0.61,3756931.0,5.71,0.0,27.566000000000003,26.784000000000002,26.3505,26.407333333333334,26.46966666666667,27.616000000000003,26.589,26.324,26.36933333333333,26.4875,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
3181,3182,601163,三角轮胎,13.71,-0.07,-0.01,21806.0,29921014.0,0.66,13.78,13.69,13.77,13.72,0.64,0.27,16.95,0.99,2575.0,三角轮胎,13.71,-0.07,-1265961.0,-4.23,-1048371.0,-3.5,-217590.0,-0.73,162626.0,0.54,1103335.0,3.69,0.0,13.754000000000001,13.661000000000001,13.562000000000001,13.471666666666668,13.348,13.693999999999999,13.645,13.553500000000003,13.449666666666667,13.354000000000001,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
3182,3183,603128,华贸物流,13.68,-0.07,-0.01,80586.0,111123568.0,3.21,14.04,13.6,13.74,13.69,0.8,0.62,20.06,3.63,2354.0,华贸物流,13.68,-0.07,-695729.0,-0.63,-677753.0,-0.61,-17976.0,-0.02,4118208.0,3.71,-3422480.0,-3.08,0.0,13.752,13.697,13.868,13.785333333333334,13.447166666666668,13.698000000000002,13.725999999999999,13.846,13.820666666666666,13.431166666666668,5.0,10.0,20.0,30.0,0.0,5.0,10.0,20.0,30.0,0.0
3183,3184,600793,宜宾纸业,13.68,-0.07,-0.01,15044.0,20565291.0,1.1,13.75,13.6,13.7,13.69,0.71,0.85,72.73,3.87,1595.0,宜宾纸业,13.68,-0.07,855267.0,4.16,0.0,0.0,855267.0,4.16,-1116058.0,-5.43,260791.0,1.27,0.0,13.662,13.709999999999999,13.9095,13.965333333333332,14.521500000000001,13.622,13.731,13.914000000000001,13.979666666666667,14.555,5.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,60.0
3184,3185,300958,建工修复,27.01,-0.07,-0.02,11416.0,30817593.0,2.74,27.43,26.69,26.92,27.03,0.97,3.56,52.29,3.79,2543.0,建工修复,27.01,-0.07,-1175380.0,-3.81,-614115.0,-1.99,-561265.0,-1.82,-2991571.0,-9.71,4166950.0,13.52,0.0,27.014,27.47,27.5935,27.907666666666668,27.287,26.994,27.536,27.590500000000002,27.936,27.3055,5.0,0.0,0.0,0.0,60.0,5.0,10.0,20.0,30.0,60.0
3185,3186,600315,上海家化,40.41,-0.07,-0.03,17901.0,72340381.0,0.72,40.59,40.3,40.46,40.44,0.71,0.27,48.99,4.05,2467.0,上海家化,40.41,-0.07,-972449.0,-1.34,4046.0,0.01,-976495.0,-1.35,1404514.0,1.94,-432066.0,-0.6,0.0,40.391999999999996,40.357,41.0405,41.416666666666664,42.50249999999999,40.374,40.312,41.135,41.47366666666667,42.57233333333333,5.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,60.0
3186,3187,600288,大恒科技,13.39,-0.07,-0.01,40055.0,53771691.0,1.64,13.52,13.3,13.33,13.4,0.69,0.92,94.77,3.37,1662.0,大恒科技,13.39,-0.07,660874.0,1.23,2118485.0,3.94,-1457611.0,-2.71,2476576.0,4.61,-3137449.0,-5.83,0.0,13.346,13.526,13.351499999999998,13.173666666666666,12.466833333333334,13.325999999999999,13.575,13.312999999999999,13.142333333333333,12.448166666666667,5.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
3187,3188,603367,辰欣药业,13.35,-0.07,-0.01,45392.0,61021684.0,2.02,13.57,13.3,13.35,13.36,1.25,1.01,15.9,1.22,1105.0,辰欣药业,13.35,-0.07,3394802.0,5.56,4873937.0,7.99,-1479135.0,-2.42,-1634931.0,-2.68,-1759871.0,-2.88,0.0,13.254,13.084999999999999,12.844500000000002,12.763666666666667,12.488499999999998,13.216,13.021,12.8055,12.726,12.475666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3188,3189,300508,维宏股份,39.53,-0.08,-0.03,7834.0,30981670.0,1.52,39.8,39.2,39.45,39.56,0.45,1.73,46.98,5.86,2651.0,维宏股份,39.53,-0.08,-1482722.0,-4.79,1421473.0,4.59,-2904195.0,-9.37,-2562461.0,-8.27,4045183.0,13.06,0.0,39.72,39.237,40.496,42.61566666666667,43.94133333333333,39.604,39.242000000000004,40.7125,42.867333333333335,44.08183333333333,5.0,10.0,0.0,0.0,0.0,5.0,0.0,20.0,30.0,0.0
3189,3190,000050,深天马Ａ,13.02,-0.08,-0.01,89052.0,115930776.0,0.77,13.07,12.97,13.02,13.03,0.91,0.39,17.02,0.92,4067.0,深天马Ａ,13.02,-0.08,-15826939.0,-13.65,-8202830.0,-7.08,-7624109.0,-6.58,2545776.0,2.2,13281164.0,11.46,0.0,12.963999999999999,12.972,12.919999999999998,12.829333333333333,12.756333333333334,12.943999999999999,12.967000000000002,12.8995,12.821666666666665,12.769833333333334,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3190,3191,688268,华特气体,90.2,-0.08,-0.07,6621.0,59130352.0,2.87,90.84,88.25,90.0,90.27,0.95,1.95,78.8,8.06,1301.0,华特气体,90.2,-0.08,2032664.0,3.44,1510831.0,2.56,521833.0,0.88,2461349.0,4.16,-4494014.0,-7.6,0.0,89.19,87.173,84.8795,85.21133333333334,80.9225,87.912,86.80300000000001,84.352,85.22099999999999,80.70133333333334,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3191,3192,300789,唐源电气,25.69,-0.08,-0.02,3242.0,8373338.0,1.52,26.05,25.66,25.73,25.71,0.69,1.05,41.97,2.74,2161.0,唐源电气,25.69,-0.08,-269198.0,-3.21,0.0,0.0,-269198.0,-3.21,100192.0,1.2,169006.0,2.02,0.0,25.722,25.860000000000003,26.619999999999997,27.369666666666667,27.841833333333334,25.656,25.937,26.678500000000003,27.519333333333336,27.86433333333333,5.0,10.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,60.0
3192,3193,603269,海鸥股份,12.78,-0.08,-0.01,10440.0,13363057.0,1.25,12.88,12.72,12.77,12.79,1.14,0.93,31.44,1.66,2426.0,海鸥股份,12.78,-0.08,-873108.0,-6.53,0.0,0.0,-873108.0,-6.53,-878743.0,-6.58,1751851.0,13.11,0.0,12.785999999999998,12.843,12.872499999999999,12.853333333333332,12.308833333333332,12.762,12.859,12.866499999999998,12.851333333333335,12.299833333333334,5.0,10.0,20.0,30.0,0.0,5.0,10.0,20.0,30.0,0.0
3193,3194,600352,浙江龙盛,12.63,-0.08,-0.01,233882.0,294253856.0,0.79,12.65,12.55,12.65,12.64,1.1,0.72,10.25,1.36,4476.0,浙江龙盛,12.63,-0.08,-42476411.0,-14.44,-26652081.0,-9.06,-15824330.0,-5.38,10429561.0,3.54,32046850.0,10.89,0.0,12.626000000000001,12.543000000000001,12.5685,12.594333333333335,12.730833333333333,12.586,12.517,12.5685,12.602,12.751166666666668,5.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,60.0
3194,3195,688366,昊海生科,125.89,-0.08,-0.1,7847.0,99092171.0,3.16,128.37,124.39,126.0,125.99,0.87,1.38,53.47,3.88,3797.0,昊海生科,125.89,-0.08,-9865649.0,-9.96,-3171225.0,-3.2,-6694424.0,-6.76,898164.0,0.91,8967485.0,9.05,0.0,124.42,124.107,130.4255,131.72066666666666,139.3545,123.098,124.473,130.9285,131.77433333333335,139.998,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,0.0
3195,3196,688356,键凯科技,337.13,-0.08,-0.27,3608.0,121369866.0,3.25,342.97,332.01,337.42,337.4,0.75,1.02,106.56,20.41,3307.0,键凯科技,337.13,-0.08,-4515097.0,-3.72,1219482.0,1.0,-5734579.0,-4.72,4606114.0,3.8,-91017.0,-0.07,0.0,340.854,343.348,355.8,361.5346666666667,325.497,340.108,344.22299999999996,357.123,362.63033333333334,323.6940000000001,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,0.0
3196,3197,603601,再升科技,12.41,-0.08,-0.01,39085.0,48502476.0,2.01,12.55,12.3,12.43,12.42,1.04,0.54,36.05,4.62,3206.0,再升科技,12.41,-0.08,-3889646.0,-8.02,0.0,0.0,-3889646.0,-8.02,-8213341.0,-16.93,12102987.0,24.95,0.0,12.444000000000003,12.399000000000001,12.2045,12.161666666666667,11.938666666666668,12.442000000000002,12.368,12.162,12.151,11.935833333333335,5.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
3197,3198,603929,亚翔集成,12.16,-0.08,-0.01,49090.0,59432827.0,1.89,12.23,12.0,12.07,12.17,1.12,2.3,109.71,2.52,1355.0,亚翔集成,12.16,-0.08,1746111.0,2.94,-1022657.0,-1.72,2768768.0,4.66,-3101596.0,-5.22,1355485.0,2.28,0.0,12.032,11.744,11.6465,11.634666666666668,11.213,11.824000000000002,11.655,11.633,11.611333333333333,11.192666666666666,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3198,3199,300417,南华仪器,12.12,-0.08,-0.01,12953.0,15684132.0,1.57,12.22,12.03,12.08,12.13,0.57,1.57,104.68,3.34,1768.0,南华仪器,12.12,-0.08,347104.0,2.21,0.0,0.0,347104.0,2.21,-1243215.0,-7.93,896110.0,5.71,0.0,12.074,12.05,12.3405,12.358,12.316166666666668,11.98,12.072,12.3455,12.355333333333332,12.359833333333334,5.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,60.0
3199,3200,002414,高德红外,24.21,-0.08,-0.02,88516.0,213519831.0,1.2,24.3,24.01,24.23,24.23,0.61,0.47,46.35,7.75,3830.0,高德红外,24.21,-0.08,-10444268.0,-4.89,-14767519.0,-6.92,4323251.0,2.02,576417.0,0.27,9867850.0,4.62,0.0,24.101999999999997,23.811,24.5155,24.506999999999998,23.91933333333333,23.89,23.770999999999997,24.595,24.532666666666668,23.913333333333334,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,0.0
3200,3201,002396,星网锐捷,23.57,-0.08,-0.02,64421.0,151647246.0,1.44,23.75,23.41,23.74,23.59,0.89,1.1,21.35,2.97,4170.0,星网锐捷,23.57,-0.08,-18844291.0,-12.43,-576765.0,-0.38,-18267526.0,-12.05,7974879.0,5.26,10869411.0,7.17,0.0,23.47,23.167,23.354,23.913,23.800166666666666,23.322,23.072,23.345000000000002,23.967333333333332,23.830833333333334,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,60.0
3201,3202,600114,东睦股份,11.75,-0.09,-0.01,94663.0,111862725.0,3.32,12.03,11.64,11.76,11.76,0.61,1.54,64.17,2.74,3881.0,东睦股份,11.75,-0.09,-11620482.0,-10.39,-1472529.0,-1.32,-10147953.0,-9.07,4050930.0,3.62,7569553.0,6.77,0.0,11.846,12.267,12.2195,12.187333333333333,11.376833333333334,11.995999999999999,12.315000000000001,12.247,12.195666666666666,11.327166666666667,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,0.0
3202,3203,600455,博通股份,22.77,-0.09,-0.02,13391.0,30574050.0,3.95,23.1,22.2,22.85,22.79,1.08,2.14,37.43,6.88,1839.0,博通股份,22.77,-0.09,190057.0,0.62,172350.0,0.56,17707.0,0.06,852498.0,2.79,-1042555.0,-3.41,0.0,22.494,22.185,22.1445,22.087666666666667,20.967333333333332,22.16,22.093,22.1185,22.03533333333333,20.918166666666664,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3203,3204,300339,润和软件,22.77,-0.09,-0.02,263980.0,603052704.0,2.11,23.08,22.6,22.89,22.79,0.52,3.42,119.83,6.02,4607.0,润和软件,22.77,-0.09,-72392299.0,-12.0,-34116567.0,-5.66,-38275732.0,-6.35,4432404.0,0.73,67959896.0,11.27,0.08750375921515653,22.996,24.767999999999997,26.332,26.901,27.263333333333332,23.258,25.168,26.549,27.050666666666665,27.375833333333333,5.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0
3204,3205,600702,舍得酒业,227.3,-0.09,-0.2,44404.0,1012304528.0,3.02,231.9,225.04,228.0,227.5,0.65,1.35,58.38,16.71,120.0,舍得酒业,227.3,-0.09,62900368.0,6.21,45291984.0,4.47,17608384.0,1.74,-36911168.0,-3.65,-25989215.0,-2.57,0.0,227.852,232.40099999999998,240.289,236.79266666666666,213.52100000000002,228.632,233.669,241.224,235.791,213.26316666666665,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,0.0
3205,3206,600109,国金证券,11.33,-0.09,-0.01,300898.0,340381904.0,1.32,11.39,11.24,11.32,11.34,1.07,0.99,16.71,1.45,4538.0,国金证券,11.33,-0.09,-52879692.0,-15.54,-35897051.0,-10.55,-16982641.0,-4.99,27316196.0,8.03,25563495.0,7.51,0.0,11.32,11.331,11.23,11.067,10.95,11.309999999999999,11.301,11.2075,11.046666666666669,10.951666666666664,5.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
3206,3207,300106,西部牧业,11.16,-0.09,-0.01,84986.0,95632671.0,2.78,11.45,11.14,11.17,11.17,0.59,4.02,122.6,3.98,3754.0,西部牧业,11.16,-0.09,-9055659.0,-9.47,2056858.0,2.15,-11112517.0,-11.62,-982369.0,-1.03,10038027.0,10.5,0.0,11.338,11.314,11.069,10.889,11.331166666666666,11.416,11.308000000000002,11.022499999999999,10.874333333333334,11.376666666666665,5.0,10.0,0.0,0.0,60.0,5.0,10.0,0.0,0.0,60.0
3207,3208,300638,广和通,54.5,-0.09,-0.05,33864.0,183180233.0,3.13,55.13,53.42,54.39,54.55,0.94,1.3,52.38,12.25,292.0,广和通,54.5,-0.09,27689797.0,15.12,14238576.0,7.77,13451221.0,7.34,-2254571.0,-1.23,-25435225.0,-13.89,0.0,54.181999999999995,53.839,54.201,55.29,52.410333333333334,54.052,53.512,54.30899999999999,55.328,52.23566666666667,5.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
3208,3209,300162,雷曼光电,10.82,-0.09,-0.01,68963.0,74894044.0,3.42,11.04,10.67,10.84,10.83,0.72,2.61,62.88,5.97,1831.0,雷曼光电,10.82,-0.09,209581.0,0.28,-1071991.0,-1.43,1281572.0,1.71,1695100.0,2.26,-1904681.0,-2.54,0.0,10.904,11.147,11.49,11.688666666666668,12.096833333333334,10.914,11.185,11.541,11.747333333333334,12.1175,5.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,30.0,0.0
3209,3210,002008,大族激光,54.0,-0.09,-0.05,155295.0,832709792.0,3.48,54.55,52.67,53.86,54.05,1.04,1.56,28.8,5.43,4668.0,大族激光,54.0,-0.09,-132540140.0,-15.92,-65431284.0,-7.86,-67108856.0,-8.06,70409853.0,8.46,62130289.0,7.46,0.0,53.653999999999996,53.254999999999995,51.6605,49.607,45.76033333333333,53.538,52.878,51.303999999999995,49.31033333333334,45.497,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3210,3211,002783,凯龙股份,10.78,-0.09,-0.01,146929.0,159503393.0,3.8,11.16,10.75,10.8,10.79,0.83,4.49,95.77,2.37,2945.0,凯龙股份,10.78,-0.09,-2610461.0,-1.64,-2291660.0,-1.44,-318801.0,-0.2,6704435.0,4.2,-4093974.0,-2.57,0.0,10.746,10.829,10.747,10.475333333333333,9.750166666666667,10.754000000000001,10.899000000000001,10.7065,10.45,9.721,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
3211,3212,002805,丰元股份,31.55,-0.09,-0.03,61468.0,194200455.0,4.56,32.5,31.06,31.45,31.58,0.61,4.74,108.81,5.46,4358.0,丰元股份,31.55,-0.09,-29444085.0,-15.16,-33729043.0,-17.37,4284958.0,2.21,15819245.0,8.15,13624839.0,7.02,0.0,32.076,32.785000000000004,35.673500000000004,38.25,35.44783333333333,32.013999999999996,33.102999999999994,36.40650000000001,38.401666666666664,35.31516666666666,5.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0
3212,3213,300769,德方纳米,491.16,-0.1,-0.47,12837.0,630905104.0,3.45,498.96,482.0,498.96,491.63,0.6,2.36,134.64,18.41,4085.0,德方纳米,491.16,-0.1,-16221431.0,-2.57,-4782167.0,-0.76,-11439264.0,-1.81,16491984.0,2.61,-270548.0,-0.04,0.0,491.83600000000007,507.689,558.472,573.499,561.6981666666667,489.004,514.6360000000001,564.764,576.9306666666668,561.3618333333333,5.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0
3213,3214,300368,汇金股份,10.27,-0.1,-0.01,91180.0,94235244.0,2.24,10.48,10.25,10.31,10.28,1.03,1.79,229.3,6.09,4247.0,汇金股份,10.27,-0.1,-22489128.0,-23.86,-9968389.0,-10.58,-12520739.0,-13.29,6871841.0,7.29,15617285.0,16.57,0.0,10.276,10.315000000000001,10.4485,10.464,10.386833333333332,10.238,10.345,10.4625,10.462666666666667,10.398,5.0,10.0,20.0,30.0,60.0,5.0,10.0,20.0,30.0,60.0
3214,3215,002763,汇洁股份,10.13,-0.1,-0.01,27439.0,27719846.0,2.47,10.21,9.96,10.15,10.14,0.7,1.39,11.97,2.22,2625.0,汇洁股份,10.13,-0.1,-1399629.0,-5.05,-1221084.0,-4.41,-178545.0,-0.64,1201970.0,4.34,197659.0,0.71,0.0,10.1,10.015,9.904,9.668333333333331,9.5015,10.122000000000002,9.959999999999999,9.858,9.623,9.516333333333334,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3215,3216,600480,凌云股份,9.91,-0.1,-0.01,116065.0,115261894.0,2.12,10.06,9.85,10.04,9.92,0.82,1.52,28.16,1.57,3285.0,凌云股份,9.91,-0.1,-4329042.0,-3.76,-720152.0,-0.62,-3608890.0,-3.13,-6527730.0,-5.66,10856772.0,9.42,0.0,9.776,9.709999999999999,9.764500000000002,9.76,9.478166666666668,9.692,9.674000000000001,9.757,9.762666666666666,9.457666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3216,3217,601377,兴业证券,9.88,-0.1,-0.01,872864.0,864262048.0,2.12,10.03,9.82,9.9,9.89,1.17,1.3,14.08,1.66,4662.0,兴业证券,9.88,-0.1,-115093287.0,-13.32,-94059056.0,-10.88,-21034231.0,-2.43,55370928.0,6.41,59722365.0,6.91,0.0,9.832,9.815000000000001,9.896,9.563999999999998,9.2805,9.796,9.797,9.886999999999999,9.529666666666666,9.277833333333332,5.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
