,序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,序号_y,名称_y,最新价_y,今日涨跌幅,今日主力净流入-净额,今日主力净流入-净占比,今日超大单净流入-净额,今日超大单净流入-净占比,今日大单净流入-净额,今日大单净流入-净占比,今日中单净流入-净额,今日中单净流入-净占比,今日小单净流入-净额,今日小单净流入-净占比,a1,MA5,MA10,MA20,MA30,MA60,MA5_1,MA10_1,MA20_1,MA30_1,MA60_1,MA5_score,MA10_score,MA20_score,MA30_score,MA60_score,T_MA5_score,T_MA10_score,T_MA20_score,T_MA30_score,T_MA60_score
386,387,600495,晋西车轴,4.04,3.86,0.15,448438.0,182600669.0,7.2,4.18,3.9,3.93,3.89,1.84,3.71,-41.93,1.56,405.0,晋西车轴,4.04,3.86,18356693.0,10.05,16304677.0,8.93,2052016.0,1.12,-9143870.0,-5.01,-9212824.0,-5.05,0.0,3.9560000000000004,3.9869999999999997,3.882,3.7520000000000002,3.619666666666667,3.936,3.972,3.8545000000000003,3.733,3.613,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,388,300202,*ST 聚龙,4.85,3.85,0.18,268013.0,133845632.0,7.71,5.2,4.84,4.89,4.67,3.24,5.92,159.35,1.63,3563.0,*ST 聚龙,4.85,3.85,-6772217.0,-5.06,1597313.0,1.19,-8369530.0,-6.25,22610.0,0.02,6749607.0,5.04,0.0,4.758,4.776999999999999,4.836499999999999,4.769333333333333,4.565833333333334,4.7219999999999995,4.769,4.835500000000001,4.753,4.5615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,389,002960,青鸟消防,48.55,3.85,1.8,49176.0,240552462.0,8.3,50.13,46.25,47.08,46.75,1.88,2.81,33.86,5.0,4266.0,青鸟消防,48.55,3.85,-23260363.0,-9.67,-15835797.0,-6.58,-7424566.0,-3.09,2527514.0,1.05,20732848.0,8.62,0.0,47.462,46.381,45.0875,44.809666666666665,39.378166666666665,47.064,45.827,44.900999999999996,44.675666666666665,39.003166666666665,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,390,603967,中创物流,14.31,3.85,0.53,67103.0,94998230.0,5.66,14.44,13.66,13.82,13.78,1.58,7.19,17.53,1.87,529.0,中创物流,14.31,3.85,12701440.0,13.37,6982292.0,7.35,5719148.0,6.02,-2147631.0,-2.26,-10553810.0,-11.11,0.0,14.075999999999999,14.056999999999999,13.630999999999997,13.294,13.060333333333334,13.982,14.091,13.535500000000003,13.252,13.037833333333333,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,391,300842,帝科股份,80.0,3.84,2.96,24930.0,196974468.0,5.56,81.66,77.38,79.0,77.04,1.43,3.59,65.19,8.61,316.0,帝科股份,80.0,3.84,25769593.0,13.08,5794736.0,2.94,19974857.0,10.14,2870240.0,1.46,-28639835.0,-14.54,0.0,79.3,79.2,83.84299999999999,87.51566666666666,84.70316666666666,78.35,79.066,84.573,87.69233333333334,84.7045,5.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,60.0
391,392,600389,江山股份,41.12,3.84,1.52,107528.0,435686144.0,8.21,41.72,38.47,38.55,39.6,1.25,3.62,17.46,5.94,321.0,江山股份,41.12,3.84,25271548.0,5.8,8214226.0,1.89,17057322.0,3.92,1291976.0,0.3,-26563523.0,-6.1,0.0,40.006,38.153000000000006,38.288,40.23633333333333,40.32633333333333,38.852,37.697,38.022,40.324,40.37983333333334,5.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0
392,393,300108,吉药控股,4.33,3.84,0.16,1006460.0,434451648.0,13.91,4.63,4.05,4.08,4.17,1.47,22.65,-7.06,-10.49,2697.0,吉药控股,4.33,3.84,-1645612.0,-0.38,7774743.0,1.79,-9420355.0,-2.17,-453218.0,-0.1,2098829.0,0.48,0.0,4.162000000000001,4.026000000000001,3.725,3.6413333333333333,3.561833333333333,4.106,3.9519999999999995,3.6765,3.613,3.554333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,394,688408,中信博,176.51,3.83,6.51,57398.0,1026005072.0,5.39,183.0,173.84,178.0,170.0,1.93,8.01,343.34,9.67,4586.0,中信博,176.51,3.83,-65556372.0,-6.39,-16129338.0,-1.57,-49427034.0,-4.82,33280048.0,3.24,32276324.0,3.15,0.6698771367541125,177.728,186.415,200.8495,208.785,207.51900000000003,179.382,189.06,202.499,211.15166666666667,207.2535,5.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0
394,395,603123,翠微股份,8.15,3.82,0.3,147967.0,119859228.0,7.77,8.38,7.77,7.82,7.85,1.55,2.4,43.2,1.69,656.0,翠微股份,8.15,3.82,8799931.0,7.34,-308232.0,-0.26,9108163.0,7.6,-4791959.0,-4.0,-4007973.0,-3.34,0.0,7.994,7.93,7.711500000000001,7.651333333333333,7.081500000000001,7.902000000000001,7.903999999999999,7.6735,7.602333333333333,7.058833333333333,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,396,603377,东方时尚,8.97,3.82,0.33,209064.0,186150974.0,5.9,9.15,8.64,8.82,8.64,1.72,2.87,28.9,3.01,467.0,东方时尚,8.97,3.82,14899727.0,8.0,3956012.0,2.13,10943715.0,5.88,-6104571.0,-3.28,-8795156.0,-4.72,0.0,8.756,8.785,8.589,8.565,8.346666666666668,8.67,8.732,8.552000000000001,8.544666666666666,8.331999999999999,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,397,300573,兴齐眼药,136.8,3.82,5.03,26747.0,357753584.0,4.91,136.97,130.5,133.0,131.77,1.87,4.35,54.12,13.38,350.0,兴齐眼药,136.8,3.82,22605934.0,6.32,8025191.0,2.24,14580743.0,4.08,8693826.0,2.43,-31299760.0,-8.75,0.0,130.422,125.80700000000002,125.5655,124.16333333333333,124.767,127.298,123.875,124.85849999999998,124.34033333333333,124.44566666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,398,300724,捷佳伟创,114.3,3.81,4.2,57100.0,646725088.0,3.12,115.0,111.57,112.16,110.1,0.77,2.15,49.8,6.54,147.0,捷佳伟创,114.3,3.81,53385628.0,8.25,2628609.0,0.41,50757019.0,7.85,9829145.0,1.52,-63214773.0,-9.77,0.0,111.49600000000001,112.27799999999999,116.35799999999999,117.72033333333334,120.7195,109.23599999999999,113.492,116.3665,117.67866666666667,120.94783333333334,0.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,60.0
398,399,300407,凯发电气,8.99,3.81,0.33,78055.0,70609676.0,7.97,9.35,8.66,8.76,8.66,2.09,3.7,103.72,1.98,2096.0,凯发电气,8.99,3.81,-123740.0,-0.18,1380514.0,1.96,-1504254.0,-2.13,1195379.0,1.69,-1071639.0,-1.52,0.0,8.774000000000001,8.65,8.6355,8.604666666666667,8.222666666666667,8.628,8.632,8.602,8.583333333333334,8.207166666666668,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,400,603179,新泉股份,43.28,3.79,1.58,30878.0,130531432.0,5.35,43.5,41.27,41.85,41.7,0.88,0.82,55.2,4.45,472.0,新泉股份,43.28,3.79,14662098.0,11.23,5155098.0,3.95,9507000.0,7.28,-343471.0,-0.26,-14318627.0,-10.97,0.0,42.92,42.239999999999995,41.6645,41.55733333333333,40.25866666666666,42.962,42.012,41.6155,41.50833333333333,40.049,5.0,10.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
400,401,834475,三友科技,11.53,3.78,0.42,11821.0,13597935.0,5.13,11.68,11.11,11.26,11.11,3.63,4.16,32.25,3.69,,,,,,,,,,,,,,,1.839592843391845e-17,11.075999999999999,10.883999999999999,10.915,11.197666666666667,12.203333333333331,10.872,10.825999999999999,10.885499999999999,11.222,12.237833333333333,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,60.0
401,402,003020,立方制药,45.86,3.78,1.67,13807.0,62849121.0,4.55,46.2,44.19,44.19,44.19,1.5,3.58,25.42,3.39,2791.0,立方制药,45.86,3.78,-1958901.0,-3.12,445278.0,0.71,-2404179.0,-3.83,-3125757.0,-4.97,5084658.0,8.09,3.67918568678369e-17,45.052,44.979,44.544,44.35433333333334,43.451,45.05,44.843,44.4225,44.313333333333325,43.45633333333333,5.0,10.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
402,403,002824,和胜股份,45.37,3.77,1.65,55148.0,246474440.0,5.54,45.6,43.18,43.54,43.72,1.35,4.85,49.86,8.49,4206.0,和胜股份,45.37,3.77,-20532501.0,-8.33,600454.0,0.24,-21132955.0,-8.57,39651173.0,16.09,-19118672.0,-7.76,0.0,43.028,41.142999999999994,40.1055,40.94766666666667,41.480333333333334,41.606,40.412,39.8185,40.88766666666666,41.259166666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,404,002306,中科云网,3.3,3.77,0.12,167587.0,54897963.0,7.55,3.39,3.15,3.18,3.18,1.94,2.09,-365.04,30.04,867.0,中科云网,3.3,3.77,5483130.0,9.99,780100.0,1.42,4703030.0,8.57,1916184.0,3.49,-7399313.0,-13.48,0.0,3.2039999999999997,3.192,3.197,3.091666666666667,2.8796666666666666,3.164,3.176,3.1905,3.075,2.871,5.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,405,002995,天地在线,34.4,3.77,1.25,47695.0,159716798.0,8.87,34.66,31.72,32.01,33.15,1.7,11.76,34.09,2.89,3118.0,天地在线,34.4,3.77,-3315610.0,-2.08,-13485819.0,-8.44,10170209.0,6.37,1572129.0,0.98,1743482.0,1.09,0.0,33.158,33.474000000000004,32.053999999999995,31.41533333333333,28.3665,32.72,33.638,31.7125,31.272666666666666,28.204,5.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,406,600252,中恒集团,3.86,3.76,0.14,2294370.0,883977344.0,9.14,4.0,3.66,3.67,3.72,1.39,6.6,19.31,1.96,191.0,中恒集团,3.86,3.76,41925196.0,4.74,55523496.0,6.28,-13598300.0,-1.54,-10963856.0,-1.24,-30961344.0,-3.5,7.35837137356738e-17,3.7399999999999998,3.6060000000000003,3.396,3.3056666666666668,3.2203333333333335,3.7120000000000006,3.5519999999999996,3.3579999999999997,3.2809999999999997,3.213,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,407,300898,熊猫乳品,33.1,3.76,1.2,82505.0,282107216.0,11.22,36.49,32.91,33.66,31.9,2.29,16.21,51.03,5.06,594.0,熊猫乳品,33.1,3.76,10552198.0,3.74,-6946567.0,-2.46,17498765.0,6.2,-1287251.0,-0.46,-9264949.0,-3.28,0.0,32.696000000000005,32.43,32.2055,31.368,31.0415,32.786,32.397000000000006,31.970499999999998,31.241666666666667,31.07016666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,408,832000,安徽凤凰,9.46,3.73,0.34,18312.0,17631059.0,7.35,9.82,9.15,9.28,9.12,3.35,5.39,19.21,1.85,,,,,,,,,,,,,,,0.0,9.126000000000001,8.91,8.72,8.806999999999999,9.279,8.932,8.883,8.6595,8.819666666666667,9.281833333333333,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
408,409,002564,天沃科技,4.74,3.72,0.17,416383.0,200017176.0,9.85,5.03,4.58,4.59,4.57,1.78,4.79,-26.02,1.73,954.0,天沃科技,4.74,3.72,4593519.0,2.3,11648727.0,5.82,-7055208.0,-3.53,49110.0,0.02,-4642628.0,-2.32,0.0,4.676,4.7299999999999995,4.6805,4.548,4.259666666666666,4.678,4.754,4.659000000000001,4.532666666666667,4.2491666666666665,5.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,410,600209,*ST罗顿,5.87,3.71,0.21,27546.0,16134085.0,4.59,5.94,5.68,5.72,5.66,1.04,0.63,-78.03,6.85,1203.0,*ST罗顿,5.87,3.71,2653278.0,16.45,2637120.0,16.35,16158.0,0.1,-1589771.0,-9.85,-1063508.0,-6.59,0.0,5.8,5.887,5.766500000000001,5.838,5.3965000000000005,5.81,5.893,5.7695,5.833666666666668,5.379666666666666,5.0,10.0,20.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0
410,411,002192,融捷股份,130.15,3.7,4.64,84362.0,1092879280.0,5.06,132.0,125.65,128.0,125.51,0.89,3.26,935.88,56.86,26.0,融捷股份,130.15,3.7,206941006.0,18.94,131984844.0,12.08,74956162.0,6.86,-123567005.0,-11.31,-83374000.0,-7.63,0.0,127.66399999999999,124.58500000000001,127.5095,129.429,122.70966666666666,124.324,124.07300000000001,127.74550000000002,129.29066666666665,122.53733333333334,5.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
411,412,688266,泽璟制药-U,58.8,3.69,2.09,11441.0,67395584.0,4.64,59.99,57.36,57.38,56.71,1.62,0.85,-36.16,10.47,619.0,泽璟制药-U,58.8,3.69,9837613.0,14.6,2114054.0,3.14,7723559.0,11.46,-5005022.0,-7.43,-4832591.0,-7.17,0.21278684034296527,57.367999999999995,57.666,59.701,60.897333333333336,62.931000000000004,57.166,57.616,59.87399999999999,61.08266666666667,63.06766666666667,5.0,10.0,20.0,0.0,0.0,0.0,0.0,20.0,30.0,60.0
412,413,600211,西藏药业,52.36,3.68,1.86,85528.0,446466480.0,5.84,53.2,50.25,50.25,50.5,1.58,3.45,23.27,4.54,150.0,西藏药业,52.36,3.68,52681601.0,11.8,35072188.0,7.86,17609413.0,3.94,-16227573.0,-3.63,-36454027.0,-8.17,0.0,51.126,50.044,49.554500000000004,49.778,48.9195,50.914,49.638,49.3765,49.64533333333334,48.85883333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,414,002213,大为股份,18.05,3.68,0.64,72272.0,129778225.0,5.86,18.24,17.22,17.55,17.41,1.71,3.51,352.11,9.71,654.0,大为股份,18.05,3.68,8813906.0,6.79,-1560422.0,-1.2,10374328.0,7.99,-6531120.0,-5.03,-2282786.0,-1.76,0.0,17.45,17.261999999999997,16.8695,16.80333333333333,15.584333333333332,17.18,17.108,16.81,16.726666666666667,15.5075,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,415,002147,*ST新光,4.8,3.67,0.17,108681.0,51624334.0,3.67,4.82,4.65,4.67,4.63,1.04,2.03,6.82,20.03,2600.0,*ST新光,4.8,3.67,-1321736.0,-2.56,-7582157.0,-14.69,6260421.0,12.13,1705153.0,3.3,-383417.0,-0.74,0.0,4.755999999999999,4.749,4.5489999999999995,4.554666666666666,4.831,4.776000000000001,4.711,4.529,4.559666666666667,4.8195,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
415,416,301050,雷电微力,243.81,3.67,8.63,7955.0,193470091.0,5.33,247.55,235.01,236.95,235.18,1.51,4.32,101.13,11.57,814.0,雷电微力,243.81,3.67,6245230.0,3.23,4137483.0,2.14,2107747.0,1.09,-7666140.0,-3.96,1420909.0,0.73,0.14487267715190663,237.348,235.129,237.74500000000003,248.35666666666665,250.26716666666667,235.228,233.84099999999998,237.96149999999997,249.80633333333333,250.02616666666668,5.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,60.0
416,417,600759,洲际油气,2.83,3.66,0.1,780897.0,218203156.0,6.23,2.86,2.69,2.73,2.73,1.31,3.46,-26.58,1.27,502.0,洲际油气,2.83,3.66,13434361.0,6.16,18251254.0,8.36,-4816893.0,-2.21,-419619.0,-0.19,-13014743.0,-5.96,0.0,2.7560000000000002,2.783,2.6665,2.6086666666666667,2.773833333333333,2.7359999999999998,2.765,2.6510000000000002,2.5983333333333336,2.789,5.0,10.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
417,418,300343,联创股份,17.02,3.65,0.6,672976.0,1133248240.0,5.66,17.2,16.27,16.54,16.42,0.78,7.16,90.05,23.41,75.0,联创股份,17.02,3.65,102239479.0,9.02,47974500.0,4.23,54264979.0,4.79,-57624352.0,-5.08,-44615120.0,-3.94,0.0,16.926,16.762999999999998,18.2835,19.386666666666667,21.0105,16.618,16.845,18.4795,19.561666666666667,21.034333333333333,5.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
418,419,002853,皮阿诺,17.33,3.65,0.61,63485.0,108617521.0,4.9,17.38,16.56,16.68,16.72,1.75,5.55,14.31,1.58,657.0,皮阿诺,17.33,3.65,8781392.0,8.08,312159.0,0.29,8469233.0,7.8,-5483637.0,-5.05,-3297754.0,-3.04,1.471674274713476e-16,16.982,16.711000000000002,16.726499999999998,16.429,15.882,16.881999999999998,16.613,16.6315,16.375666666666667,15.854833333333334,5.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,420,300918,南山智尚,10.23,3.65,0.36,99639.0,100521814.0,3.95,10.28,9.89,9.9,9.87,3.17,9.19,28.67,2.29,530.0,南山智尚,10.23,3.65,12665648.0,12.6,5241706.0,5.21,7423942.0,7.39,-1504903.0,-1.5,-11160744.0,-11.1,0.0,9.956,9.79,9.697500000000002,9.758666666666667,9.543166666666668,9.831999999999999,9.715,9.6675,9.746,9.523833333333332,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,421,601058,赛轮轮胎,14.79,3.64,0.52,298552.0,435990400.0,5.75,14.95,14.13,14.24,14.27,1.43,1.14,33.91,4.4,311.0,赛轮轮胎,14.79,3.64,26031213.0,5.97,42744189.0,9.8,-16712976.0,-3.83,8126092.0,1.86,-34157305.0,-7.83,0.0,14.501999999999999,14.584,14.419,14.174333333333333,14.103166666666668,14.401999999999997,14.508,14.361500000000001,14.15,14.063833333333333,5.0,10.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
421,422,600306,*ST商城,17.4,3.63,0.61,7722.0,13284169.0,5.78,17.5,16.53,16.53,16.79,0.79,0.44,-39.85,-12.36,2233.0,*ST商城,17.4,3.63,-405934.0,-3.06,0.0,0.0,-405934.0,-3.06,879064.0,6.62,-473130.0,-3.56,0.0,17.302,17.021,17.473,17.906000000000002,16.289166666666667,17.378,16.904,17.588,17.889666666666663,16.223000000000003,5.0,10.0,20.0,0.0,0.0,0.0,0.0,20.0,30.0,0.0
422,423,830964,润农节水,5.14,3.63,0.18,58507.0,29913208.0,4.64,5.19,4.96,5.0,4.96,4.19,3.42,22.75,1.62,,,,,,,,,,,,,,,3.67918568678369e-17,4.954000000000001,4.787999999999999,4.707,4.778333333333333,5.053,4.854,4.731,4.683,4.777666666666666,5.053166666666667,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
423,424,831856,浩淼科技,9.48,3.61,0.33,8101.0,7674998.0,6.45,9.78,9.19,9.2,9.15,4.01,3.42,28.2,1.79,,,,,,,,,,,,,,,0.0,9.172,8.895,8.811,8.959,9.426833333333333,8.986,8.807,8.7635,8.968,9.4365,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
424,425,871396,常辅股份,14.08,3.61,0.49,2005.0,2821739.0,5.96,14.41,13.6,13.73,13.59,3.28,0.76,25.44,3.06,,,,,,,,,,,,,,,0.0,13.578,13.162,12.979,13.099,13.8255,13.307999999999998,13.05,12.892500000000002,13.095333333333333,13.836333333333332,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
425,426,603777,来伊份,14.98,3.6,0.52,200629.0,301196832.0,7.75,15.5,14.38,14.49,14.46,1.18,5.96,295.96,3.01,205.0,来伊份,14.98,3.6,38795431.0,12.88,24166062.0,8.02,14629369.0,4.86,-8028528.0,-2.67,-30766903.0,-10.21,0.0,14.790000000000001,14.712,14.534,13.868666666666666,13.602,14.778,14.676999999999998,14.407999999999998,13.784333333333334,13.614166666666666,5.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,427,601686,友发集团,9.8,3.59,0.34,235278.0,234489459.0,8.25,10.26,9.48,9.64,9.46,2.96,4.18,18.36,2.26,320.0,友发集团,9.8,3.59,25472046.0,10.86,2415102.0,1.03,23056944.0,9.83,-18731607.0,-7.99,-6740440.0,-2.87,0.0,9.462,9.266,9.114500000000001,9.188999999999998,9.389000000000001,9.294,9.208,9.092,9.174666666666667,9.396166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,428,600713,南京医药,4.91,3.59,0.17,241795.0,118089278.0,4.85,4.96,4.73,4.74,4.74,1.58,2.32,11.08,1.15,392.0,南京医药,4.91,3.59,19547277.0,16.55,2086629.0,1.77,17460648.0,14.79,-6603709.0,-5.59,-12943569.0,-10.96,1.471674274713476e-16,4.804,4.746,4.6265,4.566,4.471666666666667,4.786,4.713,4.602,4.548666666666667,4.466666666666667,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,429,600573,惠泉啤酒,10.11,3.59,0.35,174787.0,175048849.0,7.99,10.35,9.57,9.69,9.76,2.4,6.99,46.72,2.12,312.0,惠泉啤酒,10.11,3.59,25914833.0,14.8,9999099.0,5.71,15915734.0,9.09,-1028448.0,-0.59,-24886385.0,-14.22,0.0,9.822,9.824,9.6545,9.320666666666666,9.086333333333332,9.709999999999999,9.803,9.5795,9.277666666666669,9.061833333333334,5.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,430,603315,福鞍股份,27.54,3.57,0.95,23607.0,65136271.0,6.58,28.24,26.49,26.49,26.59,1.89,1.07,125.92,6.16,856.0,福鞍股份,27.54,3.57,5603014.0,8.6,1378235.0,2.12,4224779.0,6.49,-378356.0,-0.58,-5224659.0,-8.02,0.0,26.588,26.335,26.558,27.077333333333332,26.250666666666667,26.194,26.195,26.545499999999997,27.111333333333334,26.16016666666667,5.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
430,431,002215,诺 普 信,6.38,3.57,0.22,270765.0,171284063.0,3.9,6.45,6.21,6.3,6.16,2.14,3.79,14.29,2.11,382.0,诺 普 信,6.38,3.57,20679649.0,12.07,14336346.0,8.37,6343303.0,3.7,-2586175.0,-1.51,-18093474.0,-10.56,0.0,6.264,6.186999999999999,6.0815,6.024666666666667,5.980166666666666,6.194000000000001,6.164,6.067,6.004666666666667,5.981,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,432,601068,中铝国际,6.1,3.57,0.21,937412.0,562550928.0,11.38,6.38,5.71,5.89,5.89,1.22,3.66,3159.9,2.9,499.0,中铝国际,6.1,3.57,13500636.0,2.4,16196693.0,2.88,-2696057.0,-0.48,2664448.0,0.47,-16165084.0,-2.87,0.0,6.053999999999999,6.311999999999999,5.939,5.279,4.723333333333334,5.997999999999999,6.513,5.836,5.209666666666666,4.694833333333333,5.0,10.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
432,433,002132,恒星科技,6.11,3.56,0.21,411360.0,250157201.0,4.24,6.17,5.92,5.97,5.9,1.29,3.28,70.62,2.47,975.0,恒星科技,6.11,3.56,4424217.0,1.77,1815234.0,0.73,2608983.0,1.04,-8555583.0,-3.42,4131366.0,1.65,7.35837137356738e-17,6.006,5.934,5.993,6.253,5.803333333333333,5.970000000000001,5.907,6.0205,6.2556666666666665,5.79,5.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
433,434,300827,上能电气,90.9,3.55,3.12,38379.0,348340128.0,3.84,92.37,89.0,89.0,87.78,1.63,7.12,201.94,13.72,344.0,上能电气,90.9,3.55,22943523.0,6.59,7324752.0,2.1,15618771.0,4.48,10083905.0,2.89,-33027428.0,-9.48,0.0,89.22999999999999,90.25300000000001,94.7285,97.873,107.54433333333333,88.23400000000001,90.545,95.18199999999999,98.40133333333333,107.63850000000001,5.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,0.0
434,435,300083,创世纪,14.28,3.55,0.49,414615.0,593199264.0,5.51,14.58,13.82,13.82,13.79,1.71,3.17,39.92,7.3,232.0,创世纪,14.28,3.55,34616860.0,5.84,12325857.0,2.08,22291003.0,3.76,-889767.0,-0.15,-33727093.0,-5.69,0.0,14.0,14.056999999999999,14.207500000000001,14.369,14.382166666666668,13.925999999999998,13.998,14.1985,14.4,14.373833333333334,5.0,10.0,20.0,30.0,60.0,0.0,0.0,0.0,30.0,60.0
435,436,300674,宇信科技,23.9,3.55,0.82,200111.0,473613936.0,7.93,24.48,22.65,22.9,23.08,1.31,3.09,76.31,6.22,227.0,宇信科技,23.9,3.55,35880291.0,7.58,1794537.0,0.38,34085754.0,7.2,-21181741.0,-4.47,-14698550.0,-3.1,0.0,22.854,21.878,20.842,20.796333333333333,19.778166666666664,22.304,21.432,20.6455,20.65,19.700666666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,437,000681,视觉中国,23.9,3.55,0.82,703577.0,1721344912.0,8.32,25.39,23.47,23.54,23.08,1.68,11.64,83.26,5.08,4665.0,视觉中国,23.9,3.55,-127257984.0,-7.39,-41828864.0,-2.43,-85429120.0,-4.96,24545168.0,1.43,102712816.0,5.97,0.0,22.695999999999998,22.371000000000002,20.2805,19.554,17.069166666666668,22.476,21.884,19.892999999999997,19.35233333333333,16.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,438,002398,垒知集团,7.3,3.55,0.25,102734.0,74085177.0,4.11,7.33,7.04,7.05,7.05,1.33,1.83,16.98,1.57,1825.0,垒知集团,7.3,3.55,223723.0,0.3,3359462.0,4.53,-3135739.0,-4.23,3680124.0,4.97,-3903847.0,-5.27,0.0,7.184,7.255,7.080500000000001,6.953666666666667,6.67,7.170000000000002,7.259,7.0504999999999995,6.941333333333334,6.6483333333333325,5.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,439,002126,银轮股份,12.56,3.54,0.43,118185.0,147120972.0,5.03,12.66,12.05,12.05,12.13,1.18,1.55,34.59,2.36,1341.0,银轮股份,12.56,3.54,1799512.0,1.22,529625.0,0.36,1269887.0,0.86,3201181.0,2.18,-5000693.0,-3.4,0.0,12.286,12.331999999999999,12.633000000000001,12.892,12.357166666666666,12.193999999999999,12.282,12.67,12.922333333333333,12.318333333333333,5.0,10.0,20.0,0.0,60.0,0.0,0.0,20.0,30.0,0.0
439,440,603439,贵州三力,15.78,3.54,0.54,154585.0,242888067.0,4.99,16.0,15.24,15.25,15.24,0.89,9.53,43.45,6.37,587.0,贵州三力,15.78,3.54,10727711.0,4.42,4536107.0,1.87,6191604.0,2.55,-2229718.0,-0.92,-8497995.0,-3.5,0.0,15.474,15.304000000000002,14.592500000000001,14.382333333333333,13.780499999999998,15.556000000000001,15.139000000000001,14.4815,14.316,13.736666666666668,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,441,603683,晶华新材,13.77,3.53,0.47,39652.0,54222775.0,5.94,14.09,13.3,13.4,13.3,1.34,2.24,60.64,2.59,1665.0,晶华新材,13.77,3.53,654096.0,1.21,0.0,0.0,654096.0,1.21,1676771.0,3.09,-2330867.0,-4.3,0.0,13.458000000000002,13.609,13.828,14.362,13.955333333333332,13.346,13.585999999999999,13.89,14.402333333333333,13.917166666666667,5.0,10.0,20.0,0.0,60.0,0.0,0.0,20.0,30.0,60.0
